base,tabela,coluna,cd_conta,nm_conta,identificador_conta,conta
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.2.00.0.0,Impostos sobre o Patrimônio,siconfi-cor_RO1.1.1.2.00.0.0,1.1.1.2.00.0.0 - Impostos sobre o Patrimônio
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.2.01.0.0,Imposto sobre a Propriedade Territorial Rural,siconfi-cor_RO1.1.1.2.01.0.0,1.1.1.2.01.0.0 - Imposto sobre a Propriedade Territorial Rural
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.2.50.0.0,Imposto sobre a Propriedade Predial e Territorial Urbana,siconfi-cor_RO1.1.1.2.50.0.0,1.1.1.2.50.0.0 - Imposto sobre a Propriedade Predial e Territorial Urbana
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.2.53.0.0,"Impostos sobre Transmissão Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis""",siconfi-cor_RO1.1.1.2.53.0.0,"1.1.1.2.53.0.0 - Impostos sobre Transmissão Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis"""
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.3.00.0.0,Impostos sobre a Renda e Proventos de Qualquer Natureza,siconfi-cor_RO1.1.1.3.00.0.0,1.1.1.3.00.0.0 - Impostos sobre a Renda e Proventos de Qualquer Natureza
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.3.03.0.0,Imposto sobre a Renda - Retido na Fonte,siconfi-cor_RO1.1.1.3.03.0.0,1.1.1.3.03.0.0 - Imposto sobre a Renda - Retido na Fonte
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.3.03.1.0,Imposto sobre a Renda - Retido na Fonte - Trabalho,siconfi-cor_RO1.1.1.3.03.1.0,1.1.1.3.03.1.0 - Imposto sobre a Renda - Retido na Fonte - Trabalho
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.4.00.0.0,Impostos sobre a Produção e Circulação de Mercadorias e Serviços,siconfi-cor_RO1.1.1.4.00.0.0,1.1.1.4.00.0.0 - Impostos sobre a Produção e Circulação de Mercadorias e Serviços
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.4.01.0.0,Imposto sobre Produtos Industrializados - IPI,siconfi-cor_RO1.1.1.4.01.0.0,1.1.1.4.01.0.0 - Imposto sobre Produtos Industrializados - IPI
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.4.01.4.0,Imposto sobre Produtos Industrializados - IPI - Vinculados à Importação,siconfi-cor_RO1.1.1.4.01.4.0,1.1.1.4.01.4.0 - Imposto sobre Produtos Industrializados - IPI - Vinculados à Importação
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.4.50.0.0,Impostos sobre a Produção e Circulação de Mercadorias e Serviços,siconfi-cor_RO1.1.1.4.50.0.0,1.1.1.4.50.0.0 - Impostos sobre a Produção e Circulação de Mercadorias e Serviços
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.4.50.2.0,Adicional ICMS - Fundo Estadual de Combate à Pobreza,siconfi-cor_RO1.1.1.4.50.2.0,1.1.1.4.50.2.0 - Adicional ICMS - Fundo Estadual de Combate à Pobreza
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.4.51.0.0,Impostos sobre Serviços,siconfi-cor_RO1.1.1.4.51.0.0,1.1.1.4.51.0.0 - Impostos sobre Serviços
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.4.51.1.0,Imposto sobre Serviços de Qualquer Natureza - ISSQN,siconfi-cor_RO1.1.1.4.51.1.0,1.1.1.4.51.1.0 - Imposto sobre Serviços de Qualquer Natureza - ISSQN
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.9.00.0.0,Outros Impostos,siconfi-cor_RO1.1.1.9.00.0.0,1.1.1.9.00.0.0 - Outros Impostos
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.2.0.00.0.0,Taxas,siconfi-cor_RO1.1.2.0.00.0.0,1.1.2.0.00.0.0 - Taxas
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.2.1.00.0.0,Taxas pelo Exercício do Poder de Polícia,siconfi-cor_RO1.1.2.1.00.0.0,1.1.2.1.00.0.0 - Taxas pelo Exercício do Poder de Polícia
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.2.1.01.0.0,"Taxas de Inspeção, Controle e Fiscalização",siconfi-cor_RO1.1.2.1.01.0.0,"1.1.2.1.01.0.0 - Taxas de Inspeção, Controle e Fiscalização"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.2.1.50.0.0,Taxa de Fiscalização de Vigilância Sanitária,siconfi-cor_RO1.1.2.1.50.0.0,1.1.2.1.50.0.0 - Taxa de Fiscalização de Vigilância Sanitária
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.2.2.00.0.0,Taxas pela Prestação de Serviços,siconfi-cor_RO1.1.2.2.00.0.0,1.1.2.2.00.0.0 - Taxas pela Prestação de Serviços
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.2.2.01.0.0,Taxas pela Prestação de Serviços em Geral,siconfi-cor_RO1.1.2.2.01.0.0,1.1.2.2.01.0.0 - Taxas pela Prestação de Serviços em Geral
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.2.2.53.0.0,Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos,siconfi-cor_RO1.1.2.2.53.0.0,1.1.2.2.53.0.0 - Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.2.0.0.00.0.0,Contribuições,siconfi-cor_RO1.2.0.0.00.0.0,1.2.0.0.00.0.0 - Contribuições
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.2.1.0.00.0.0,Contribuições Sociais,siconfi-cor_RO1.2.1.0.00.0.0,1.2.1.0.00.0.0 - Contribuições Sociais
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.2.1.5.00.0.0,Contribuições para Regimes Próprios de Previdência e Sistema de Proteção Social,siconfi-cor_RO1.2.1.5.00.0.0,1.2.1.5.00.0.0 - Contribuições para Regimes Próprios de Previdência e Sistema de Proteção Social
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.2.1.5.01.0.0,Contribuição do Servidor Civil,siconfi-cor_RO1.2.1.5.01.0.0,1.2.1.5.01.0.0 - Contribuição do Servidor Civil
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.2.1.5.01.1.0,Contribuição do Servidor Civil Ativo,siconfi-cor_RO1.2.1.5.01.1.0,1.2.1.5.01.1.0 - Contribuição do Servidor Civil Ativo
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.2.4.0.00.0.0,Contribuição para o Custeio do Serviço de Iluminação Pública,siconfi-cor_RO1.2.4.0.00.0.0,1.2.4.0.00.0.0 - Contribuição para o Custeio do Serviço de Iluminação Pública
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.3.0.0.00.0.0,Receita Patrimonial,siconfi-cor_RO1.3.0.0.00.0.0,1.3.0.0.00.0.0 - Receita Patrimonial
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.3.1.0.00.0.0,Exploração do Patrimônio Imobiliário do Estado,siconfi-cor_RO1.3.1.0.00.0.0,1.3.1.0.00.0.0 - Exploração do Patrimônio Imobiliário do Estado
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.3.1.1.00.0.0,Exploração do Patrimônio Imobiliário do Estado,siconfi-cor_RO1.3.1.1.00.0.0,1.3.1.1.00.0.0 - Exploração do Patrimônio Imobiliário do Estado
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.3.1.1.01.0.0,"Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação",siconfi-cor_RO1.3.1.1.01.0.0,"1.3.1.1.01.0.0 - Aluguéis, Arrendamentos, Foros, Laudêmios, Tarifas de Ocupação"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.3.1.1.01.1.0,Aluguéis e Arrendamentos,siconfi-cor_RO1.3.1.1.01.1.0,1.3.1.1.01.1.0 - Aluguéis e Arrendamentos
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.3.2.0.00.0.0,Valores Mobiliários,siconfi-cor_RO1.3.2.0.00.0.0,1.3.2.0.00.0.0 - Valores Mobiliários
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.3.2.1.00.0.0,Juros e Correções Monetárias,siconfi-cor_RO1.3.2.1.00.0.0,1.3.2.1.00.0.0 - Juros e Correções Monetárias
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.3.2.1.01.0.0,Remuneração de Depósitos Bancários,siconfi-cor_RO1.3.2.1.01.0.0,1.3.2.1.01.0.0 - Remuneração de Depósitos Bancários
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.3.2.1.04.0.0,Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS,siconfi-cor_RO1.3.2.1.04.0.0,1.3.2.1.04.0.0 - Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.0.0.00.0.0,Receita de Serviços,siconfi-cor_RO1.6.0.0.00.0.0,1.6.0.0.00.0.0 - Receita de Serviços
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.1.0.00.0.0,Serviços Administrativos e Comerciais Gerais,siconfi-cor_RO1.6.1.0.00.0.0,1.6.1.0.00.0.0 - Serviços Administrativos e Comerciais Gerais
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.1.1.00.0.0,Serviços Administrativos e Comerciais Gerais,siconfi-cor_RO1.6.1.1.00.0.0,1.6.1.1.00.0.0 - Serviços Administrativos e Comerciais Gerais
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.1.1.01.0.0,Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral,siconfi-cor_RO1.6.1.1.01.0.0,1.6.1.1.01.0.0 - Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.2.0.00.0.0,Serviços e Atividades Referentes à Navegação e ao Transporte,siconfi-cor_RO1.6.2.0.00.0.0,1.6.2.0.00.0.0 - Serviços e Atividades Referentes à Navegação e ao Transporte
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.2.1.00.0.0,Serviços e Atividades Referentes à Navegação e ao Transporte,siconfi-cor_RO1.6.2.1.00.0.0,1.6.2.1.00.0.0 - Serviços e Atividades Referentes à Navegação e ao Transporte
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.2.1.04.0.0,Serviços Aeroportuários,siconfi-cor_RO1.6.2.1.04.0.0,1.6.2.1.04.0.0 - Serviços Aeroportuários
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.2.1.04.3.0,Parcela da Tarifa de Embarque Internacional,siconfi-cor_RO1.6.2.1.04.3.0,1.6.2.1.04.3.0 - Parcela da Tarifa de Embarque Internacional
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.3.0.00.0.0,Serviços e Atividades Referentes à Saúde,siconfi-cor_RO1.6.3.0.00.0.0,1.6.3.0.00.0.0 - Serviços e Atividades Referentes à Saúde
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.3.1.00.0.0,Serviços de Atendimento à Saúde,siconfi-cor_RO1.6.3.1.00.0.0,1.6.3.1.00.0.0 - Serviços de Atendimento à Saúde
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.3.1.50.0.0,Serviços Hospitalares,siconfi-cor_RO1.6.3.1.50.0.0,1.6.3.1.50.0.0 - Serviços Hospitalares
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.3.1.51.0.0,"Serviços de Registro, Análise e Controle da Saúde",siconfi-cor_RO1.6.3.1.51.0.0,"1.6.3.1.51.0.0 - Serviços de Registro, Análise e Controle da Saúde"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.3.1.53.0.0,Serviços Ambulatoriais,siconfi-cor_RO1.6.3.1.53.0.0,1.6.3.1.53.0.0 - Serviços Ambulatoriais
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.3.1.99.0.0,Outros Serviços de Atendimento à Saúde,siconfi-cor_RO1.6.3.1.99.0.0,1.6.3.1.99.0.0 - Outros Serviços de Atendimento à Saúde
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.3.2.00.0.0,Serviços de Assistência à Saúde de Servidores Civis e Militares,siconfi-cor_RO1.6.3.2.00.0.0,1.6.3.2.00.0.0 - Serviços de Assistência à Saúde de Servidores Civis e Militares
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.3.2.50.0.0,Serviços de Assistência à Saúde Suplementar dos Militares,siconfi-cor_RO1.6.3.2.50.0.0,1.6.3.2.50.0.0 - Serviços de Assistência à Saúde Suplementar dos Militares
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.4.0.00.0.0,Serviços e Atividades Financeiras,siconfi-cor_RO1.6.4.0.00.0.0,1.6.4.0.00.0.0 - Serviços e Atividades Financeiras
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.4.1.00.0.0,Serviços e Atividades Financeiras,siconfi-cor_RO1.6.4.1.00.0.0,1.6.4.1.00.0.0 - Serviços e Atividades Financeiras
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.4.1.01.0.0,"Retorno de Operações, Juros e Encargos Financeiros",siconfi-cor_RO1.6.4.1.01.0.0,"1.6.4.1.01.0.0 - Retorno de Operações, Juros e Encargos Financeiros"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.6.9.0.00.0.0,Outros Serviços,siconfi-cor_RO1.6.9.0.00.0.0,1.6.9.0.00.0.0 - Outros Serviços
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.0.0.00.0.0,Transferências Correntes,siconfi-cor_RO1.7.0.0.00.0.0,1.7.0.0.00.0.0 - Transferências Correntes
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.0.00.0.0,Transferências da União e de suas Entidades,siconfi-cor_RO1.7.1.0.00.0.0,1.7.1.0.00.0.0 - Transferências da União e de suas Entidades
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.1.00.0.0,Transferências Decorrentes de Participação na Receita da União,siconfi-cor_RO1.7.1.1.00.0.0,1.7.1.1.00.0.0 - Transferências Decorrentes de Participação na Receita da União
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.1.50.0.0,Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE,siconfi-cor_RO1.7.1.1.50.0.0,1.7.1.1.50.0.0 - Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.1.51.1.0,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal,siconfi-cor_RO1.7.1.1.51.1.0,1.7.1.1.51.1.0 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.1.51.2.0,Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias,siconfi-cor_RO1.7.1.1.51.2.0,1.7.1.1.51.2.0 - Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.1.52.0.0,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,siconfi-cor_RO1.7.1.1.52.0.0,1.7.1.1.52.0.0 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.1.53.0.0,Cota-Parte do Imposto Sobre Produtos Industrializados - Estados Exportadores de Produtos Industrializados,siconfi-cor_RO1.7.1.1.53.0.0,1.7.1.1.53.0.0 - Cota-Parte do Imposto Sobre Produtos Industrializados - Estados Exportadores de Produtos Industrializados
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.1.54.0.0,Cota-Parte da Contribuição de Intervenção no Domínio Econômico,siconfi-cor_RO1.7.1.1.54.0.0,1.7.1.1.54.0.0 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.1.55.0.0,"Cota-Parte do Imposto Sobre Operações de Crédito, Câmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários - Comercialização do Ouro",siconfi-cor_RO1.7.1.1.55.0.0,"1.7.1.1.55.0.0 - Cota-Parte do Imposto Sobre Operações de Crédito, Câmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários - Comercialização do Ouro"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.2.52.0.0,Cota-parte da Compensação Financeira pela Produção de Petróleo,siconfi-cor_RO1.7.1.2.52.0.0,1.7.1.2.52.0.0 - Cota-parte da Compensação Financeira pela Produção de Petróleo
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.2.52.1.0,Cota-parte da Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89,siconfi-cor_RO1.7.1.2.52.1.0,1.7.1.2.52.1.0 - Cota-parte da Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.2.52.2.0,"Cota-parte pelo Excedente da Produção do Petróleo - Lei nº 9.478/97, artigo 49, I e II",siconfi-cor_RO1.7.1.2.52.2.0,"1.7.1.2.52.2.0 - Cota-parte pelo Excedente da Produção do Petróleo - Lei nº 9.478/97, artigo 49, I e II"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.7.1.3.50.0.0,Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,siconfi-cor_RO1.7.1.3.50.0.0,1.7.1.3.50.0.0 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde
